name,room_type,price,minimum_nights,number_of_reviews
Seattle 2 BR w Lovely Water Views | BlueStarBnB,Entire home/apt,180,30,25
St. John's Apt. 309 *Walkscore 99*,Entire home/apt,136,3,133
Large Luxury Lakeside Seattle Home,Entire home/apt,275,4,37
Private Guest Studio- Phinney Ridge,Private room,85,3,226
Modern Capitol Hill. LOCATION Great Monthly Rates,Entire home/apt,108,2,165
Fantastic View-Close to Light Rail-Solar Powered!,Private room,80,2,263
2/1 Plush Modern Hilltop Retreat,Entire home/apt,110,30,149
❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],Entire home/apt,350,5,105
Bedroom in artistic Northwest home A,Private room,53,30,201
Browns House Guest Apt. in Ballard,Entire home/apt,99,3,289
MODERN BRIGHT MASTER SUITE CLOSE TO BALLARD,Private room,80,2,293
NE Seattle Artist Treehouse Suite!,Entire home/apt,77,30,116
Super cute w/gardens & charm. Great location!,Entire home/apt,70,3,371
Seattle Pike Place Market Apartment,Entire home/apt,275,30,44
Columbia City Treehouse Vacation Rental,Entire home/apt,79,2,354
the 5-star  house-# 5-> Marilyn Monroe's room,Private room,50,3,178
8  Sparkling Seattle Center,Entire home/apt,95,30,441
Amazing WaterView Condo near UW + Eastlake - 2B/1B,Entire home/apt,199,60,24
Charming Capitol Hill Room,Private room,75,2,379
Cute Bungalow #2 - near Light Rail,Private room,40,2,194
Cute Bungalow #1 - near Light Rail,Private room,47,2,264
Garden Apartment in Madison Valley,Entire home/apt,100,30,308
 The 5-Star House  - # 6->The Hawaiian room,Private room,65,3,90
Queen Bee room w/memory foam bed,Private room,45,2,168
St. John's Apt. 319 *Walkscore 99*,Entire home/apt,168,30,54
West Seattle Home at Alaska Junction!,Private room,79,3,16
condo in seattle,Entire home/apt,214,30,1
Sans souci in Seattle: Clean  fresh air (4 guests),Entire home/apt,275,3,3
CLEAN FRESH AIR: Sans souci in Seattle (6 guests),Entire home/apt,295,3,14
A place to stay: studio apartment,Entire home/apt,250,30,22
Charming Fremont Garden Cottage,Entire home/apt,99,2,514
Craftsman with Private Bath & A/C,Private room,80,14,83
Fabulous view and Great location,Private room,75,3,157
Spacious quiet/deck Ravenna UW 04-5,Entire home/apt,89,30,8
Cozy private bedroom in 2b/r 1bath condo SCH,Entire home/apt,99,30,3
Center UW Spacious 2 Beds (203),Entire home/apt,89,81,28
Gorgeous Downtown/Convention Condo,Entire home/apt,168,30,81
Elegant Madison Park Townhome,Entire home/apt,245,30,10
Ethiopian cottage #2,Private room,42,30,232
Moulin Rouge room French style double room,Private room,48,2,89
Spacious West Seattle Mid Century Modern In-law,Entire home/apt,89,1,140
Bright room in Seattle Judkins Park,Private room,60,30,43
Elegance and Coziness in Broadview,Private room,125,2,10
Ballard Artist's Studio,Private room,95,2,248
True Wallingford Craftsman,Entire home/apt,186,3,170
Elegant Vintage Craftsman Apartment With Garden,Entire home/apt,128,1,267
Sky Cabin Apartment with Views,Entire home/apt,119,2,504
Clean and Comfortable Eastlake/Lake Union 1 BR,Entire home/apt,109,30,129
The Cozy Cottage in Maple Leaf (UW  Green Lake),Entire home/apt,95,2,130
Seward Park Zen Retreat 苏厄德公园禅撤退,Entire home/apt,164,2,223
Mother in law studio-Ballard/phinne,Entire home/apt,84,30,84
Hilltop House - 4 Bdrm Queen Anne Primo Location!,Entire home/apt,264,2,373
Designer Loft in Pioneer Square,Entire home/apt,155,30,123
Cheery Seattle House with View,Entire home/apt,108,2,293
Overlook a Peaceful Courtyard and Walk to Pike Place Market,Entire home/apt,121,2,100
Goat Hill House Apartment,Entire home/apt,93,3,127
Right at Home in Ravenna,Private room,42,30,70
In Jimi Hendrix's neighborhood 2,Private room,53,1,80
In Jimi Hendrix's neighborhood 3,Private room,53,30,87
LOCATION! WiFi  Pool Luxury 2br/2ba/LOCATION PRKG!,Entire home/apt,204,2,101
Private studio in Seattle,Entire home/apt,71,2,187
Seattle Mini Home with Hot Tub and Private Deck,Entire home/apt,105,3,384
Bella Vista- Queen Anne Hill,Private room,104,3,168
Charming Greenwood neighborhood flat,Private room,79,2,120
Capitol Hill Garden Cottage - free parking,Entire home/apt,135,2,338
Cozy Greenlake Bungalow,Entire home/apt,250,4,59
serene apartment close to UW,Entire home/apt,83,2,152
Westside Hideaway,Entire home/apt,110,3,177
Cozy two bedroom Madison Valley!! Parking included,Entire home/apt,160,90,70
Capitol Hill Gem in Great Location,Private room,145,2,36
Contemporary  Cozy  and Warm Home,Private room,82,30,9
Get Cozy at a Hip  Vintage-Style Retreat,Entire home/apt,90,4,267
Perfect Location by Lake Washington,Entire home/apt,89,2,272
Bright&Sweet next to Convention Ctr,Entire home/apt,189,30,50
West Seattle Home  Dazzling View  Quiet & Tranquil,Entire home/apt,131,2,306
Central District  Green  House,Entire home/apt,131,30,13
Beautiful Private Suite in the Heart of Seattle,Private room,89,2,30
Comfy 1 Bdrm Capitol Hill Apartment,Entire home/apt,71,2,342
Relaxed sophistication in Mt. Baker,Entire home/apt,101,2,230
Tree top room in artsy Fremont - high ceilings,Private room,47,3,334
Seattle Backyard Cottage-Queen Anne,Entire home/apt,135,6,46
100s Walkscore Garage Deck  Zoo  Green Lake  Fire Place. 󱀁.,Entire home/apt,271,25,70
MODERN LUXURY on Capitol Hill,Entire home/apt,108,2,133
Elegant & Quiet walk to UW (49),Entire home/apt,105,1,34
Small artsy house in vibrant Columbia City,Entire home/apt,70,2,0
Artsy home in terrific Fremont neighborhood,Private room,48,4,288
Classic Craftsman - 95 Walk Score!,Entire home/apt,264,30,17
Modern 2BR/2BA By ConventionCenter,Entire home/apt,295,3,56
St. John's Apt. 203 *Walkscore 99*,Entire home/apt,149,3,112
St. John's Apt. 304 *Walkscore 99*,Entire home/apt,174,3,61
Private Entrance and Central,Entire home/apt,65,3,471
South Wallingford Casita,Entire home/apt,100,3,102
A Quiet Room in a House by the Lake,Private room,60,30,30
A Quiet Room in a House by the Lake,Private room,60,30,27
3 Bedroom Home close to lake,Entire home/apt,155,30,10
Sweet 1920's cottage in N. Seattle,Entire home/apt,129,2,61
Best Urban Location & Patio,Entire home/apt,400,3,6
Daisy Mae's Guest Space - Phinney Ridge,Entire home/apt,107,2,210
Zen Garden Oasis,Entire home/apt,160,30,100
Quiet 2 baths UW & Trail W/D TV 401,Entire home/apt,158,1,27
Mod Green Built Home Central Seattle,Entire home/apt,279,3,30
2 Huge Private Rooms + Common Area,Entire home/apt,111,1,260
Large Capitol Hill Single Family,Entire home/apt,500,30,27
HOME 1.5 MI FROM PIKE PLACE MARKET,Entire home/apt,67,5,25
Sparkling Clean Guest House: Short/Long Rental,Entire home/apt,89,2,244
Capitol Hill Excursion,Private room,33,30,163
Capitol Hill MODERN Apt Great Location!,Entire home/apt,108,2,159
Serene W/D walk to UW/U Village 203,Entire home/apt,112,1,33
University District Seattle modern 2bdrm townhouse,Entire home/apt,155,1,124
Private garden room in hip Ballard,Private room,70,30,27
"Seattle House 
Available some dates 
checkcalendar",Entire home/apt,155,30,1
Center UW 2 beds large Quiet  (210),Entire home/apt,79,30,26
True Homeshare Experience! Private Wallingford 1BD,Entire home/apt,100,1,256
Beautiful Madrona Large Private,Private room,76,31,92
Steps to UW Center of attraction 31,Entire home/apt,80,30,31
Entire Ballard Home - Beautiful Sunset Hill,Entire home/apt,295,7,66
Modern and Clean 2 Bedroom in Eastlake/Lake Union,Entire home/apt,142,30,234
Queen Anne Guesthouse with a Balcony and Garden Hot Tub,Entire home/apt,150,30,154
Io House (bunk 2L) - SLU walkable,Shared room,60,30,7
Remodeled Walk to UW/View/Serene #F,Entire home/apt,96,1,64
Quiet Private Room U Village  UW 6,Private room,47,30,36
Historic 1 BR Gem on Capitol Hill,Entire home/apt,125,30,62
Private room/bath - Madrona/Seattle,Private room,78,10,56
1 Bdrm N. Beacon Hill Apt-West Unit,Entire home/apt,68,30,130
Renovated 1904 Capitol Hill classic,Entire home/apt,234,3,67
Ballard  Seattle Cozy Studio Apt. with King bed,Entire home/apt,87,2,200
Walk to Campus From a New University District Apartment,Entire home/apt,182,2,57
Private backyard studio in Ballard,Private room,85,2,99
Ballard Cottage,Entire home/apt,65,1,288
Sequim  Olympic Mountains Wa,Private room,150,30,46
Seattle Rock n' Roll Room w/Queen Bed,Private room,48,59,80
Seattle Rock n' Roll Room w/King Bed,Private room,46,59,81
Center UW Large Wood Floor King bed walk UW (104),Entire home/apt,75,30,14
Short walk to UW  Remodeled Serene (47),Entire home/apt,95,30,42
Beautiful Private Room & Bath  central location,Private room,78,2,178
2 Bed  Full Bath with private patio,Entire home/apt,175,28,20
Forest Street Guest House,Private room,46,30,2
Center UW New  Fancy & Cute  04,Entire home/apt,75,30,22
Seattle Downtown Attractions & Convention Center,Entire home/apt,70,10,180
Modern spacious 1bd downtown,Entire home/apt,500,30,31
Waterfront on Northshore of Seattle's Elliott Bay,Entire home/apt,375,3,41
WATERFRONT BEACH BUNGALOW,Entire home/apt,165,30,54
Luxury View Home South Slope SEA QA Neighborhood,Entire home/apt,210,30,1
Charming one bed apt - Capitol Hill,Entire home/apt,68,3,101
Your Warm  Retreat,Private room,71,1,39
Ethiopian cottage #1/Private Bath,Private room,45,30,513
Center UW Chic Clean & Comfy 309,Entire home/apt,99,1,50
View Emerald City Jewel Apt UW 1BD Great Location,Entire home/apt,92,30,304
Master Suite A in Capitol Hill Home,Private room,76,1,323
Lovely Modern Classic~Convenient~Priv Home,Entire home/apt,70,100,26
Urban Oasis Within Wallingford home,Entire home/apt,107,2,234
JazzBb,Entire home/apt,100,30,26
Cozy Guest Suite with Covered Backyard Patio,Entire home/apt,114,2,407
Plumb Suite,Entire home/apt,100,2,30
Glam Room in Diverse Neighborhood,Private room,35,30,198
Central District Bungalow -,Private room,75,30,7
Queen Anne Private Bed and Bath,Private room,90,2,141
Large 1BD w/bath/walkin closet; parking included,Private room,45,30,105
Master Suite B in Capitol Hill Home,Private room,76,1,425
Sunny Private Room by Carkeek Park,Private room,30,31,11
Artists' Retreat,Private room,50,30,34
Entire Finished Basement in Ballard,Entire home/apt,83,1,382
Sweet Ballard Apartment for Two,Entire home/apt,125,3,182
Modern luxury on Capitol Hill,Entire home/apt,108,2,83
Private  Retreat in the City,Entire home/apt,99,10,48
Cozy charming 1905 cottage  W room,Private room,50,30,243
Green Lake VIEW 2 Bed 1 Bath Apt,Entire home/apt,141,3,134
Bedroom with Private Spa-like Bath,Private room,100,3,66
1 Bdrm N. Beacon Hill Apt-East Unit,Entire home/apt,68,3,84
Be our Guest at Perfect Townhome,Private room,66,30,47
Seward Park Cottage,Entire home/apt,94,1,143
Room on main floor with bathroom w/shower,Private room,30,1,393
Adorable Cottage near Light Rail,Entire home/apt,135,3,165
2 bed Greenlake Apt- 30 days or more low rates,Entire home/apt,115,30,79
Ballard Modern Studio,Entire home/apt,115,2,44
Private Suite in Charming Ballard,Entire home/apt,90,30,86
Carkeek Retreat,Entire home/apt,100,2,101
Secluded Setting in North Seattle B,Private room,60,45,74
Short walk to UW Clean Just Right 3,Entire home/apt,79,30,36
Hidden Artistic GEM & BEST of Seattle-Super Clean,Private room,41,2,469
Ballard's Unique 2 Bdrm- 2 Lofts Apt.,Entire home/apt,120,2,110
Cozy Ballard Cottage - Sleeps 5,Entire home/apt,99,3,291
Ravenna Daylight Basement Suite,Private room,60,1,75
Panoramic Views of Lakes and Mountains,Entire home/apt,714,3,42
Charming  split-level 1BD retreat,Entire home/apt,76,2,329
Elvis would have slept here,Private room,65,1,56
Your own Cottage + work/live Studio on Queen Anne,Entire home/apt,199,2,197
Large bedroom with kitchen  bath & private entry,Private room,95,30,54
Seattle Inn walking distance to it all...,Private room,110,30,62
Lake Union View City Cabin,Entire home/apt,129,2,233
Apartment Ocean and Mountain Views,Entire home/apt,105,3,133
Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,Entire home/apt,115,30,435
Cozy Suite in Even Cozier Location!,Entire home/apt,98,3,309
Seattle Apartment Close to Light Rail,Entire home/apt,91,2,168
Beacon of light in Seattle,Entire home/apt,280,2,68
Spring Street Center All Rooms,Entire home/apt,153,30,292
Studio Loft Garden Cottage,Entire home/apt,79,5,371
Mid Century Lakefront Condo,Entire home/apt,79,30,10
Artistic Hidden GEM & Best of Seattle  Super Clean,Private room,50,2,509
2BR 2BA Downtown/Convention Center,Entire home/apt,140,3,331
Seattle Rock n' Roll TWO bedrooms in Townhouse,Private room,112,59,5
Desirable Basement Flat (w/ AppleTV),Entire home/apt,90,2,41
Extra large private Bed/Bath and parking spot!,Private room,55,1,306
Luna Park Upper - West Seattle,Entire home/apt,60,1,93
Light-Filled Room in 1908 Victorian in Hip Capitol Hill,Private room,70,30,268
Ballard Bunkhouse 2nd flr unit near ent. district.,Entire home/apt,210,1,596
Clean & Cute by Seattle Center! (Walk to Amazon),Entire home/apt,67,30,216
Fremont Urban Oasis,Entire home/apt,115,2,397
4 BR Lux Home w/ Butler Service  Pool  and View.,Entire home/apt,1500,30,11
Cozy Apartment near Light Rail & Lake Washington,Entire home/apt,78,2,280
Quiet and Green  Phinney Getaway,Private room,43,30,204
Fremont Cozy Cottage,Entire home/apt,95,3,214
The Pad,Entire home/apt,129,3,220
Belltown Modern Studio,Entire home/apt,90,29,160
Your own 3 Bedroom home in Fremont,Entire home/apt,180,2,273
Roost in a Luminous Apartment with Home Gym in Artsy Fremont,Entire home/apt,146,2,353
Garden Cottage near beach/downtown,Entire home/apt,79,1,239
Seattle Home Near Downtown  UW,Entire home/apt,99,2,22
Fun  Cozy Seattle Launchpad,Private room,71,30,29
Fast internet short walk to UW (209),Entire home/apt,80,30,18
Quiet yet urban Capitol Hill house,Entire home/apt,195,4,63
City View Condo-Belltown In Downtown Seattle,Entire home/apt,110,2,69
Fremont Sunrise View; Open  Bright  & Free Parking,Entire home/apt,129,2,277
2-bdrm Downtown Seattle on waterfront,Entire home/apt,264,1,344
Room with a View - IBD Penthouse,Entire home/apt,185,28,91
Center UW Fast Internet Comfy 109,Entire home/apt,82,30,36
Entire artist's  apt in hip hood,Entire home/apt,224,30,116
Spacious  MODERN   LOCATION,Entire home/apt,120,30,180
Cozy City Bedroom and Den,Private room,65,2,174
Sunny Craftsman home in Fremont,Entire home/apt,96,2,228
Contemporary 2 Bedroom Apartment,Entire home/apt,141,3,213
The Blue House on Thomas Corner in Madison Valley,Entire home/apt,261,3,55
Elegant Home in the Heart of Queen Anne,Entire home/apt,301,3,137
Private Room near Carkeek Park,Private room,33,30,8
Location! Cap Hill - 1 BR + Bath,Private room,99,30,24
Contemporary Studio in Columbia City,Entire home/apt,80,1,493
Secret Garden Oasis Beckons.  Great Amenities.,Private room,60,2,349
Amazing View  Amazing Location,Entire home/apt,226,2,346
Ballard 1903 Modern Cottage,Entire home/apt,150,2,257
Ballard Bunkhouse no cleaning fee 2 apts & Trailer,Entire home/apt,524,1,68
Cape Cod Cottage - Quiet & Convenient,Private room,75,30,41
Center UW Tower Hotel Deca 206,Entire home/apt,92,30,8
Kid friendly townhouse near it all,Entire home/apt,86,20,31
Spring Street Cntr Room 1  1st Hill  95 Walkscore,Private room,55,2,363
Ravenna apartment near UW,Entire home/apt,65,60,72
Downtown Seattle Market View Condo,Entire home/apt,225,30,54
Private suite in Phinney Ridge home,Entire home/apt,75,2,187
Private zen den with sauna!,Private room,60,30,192
1 Bedroom  800 SqFt Apt  U.District/Wallingford,Entire home/apt,80,30,48
New carpet Walk to UW. Quiet Top 50,Entire home/apt,95,30,38
Detached Private Guest Cottage in Sought-After Neighborhood,Entire home/apt,110,3,305
Center UW Clean & bright 202,Entire home/apt,96,1,17
Fabulous Downtown Seattle Pioneer Square Loft,Entire home/apt,161,2,170
Classy exposed brick loft w fridge/mem foam bed,Private room,62,2,91
Modern City Home  Self Check-in  Hot Tub  Parking!,Entire home/apt,740,3,57
Seattle Urban-Chic Studio Cottage,Entire home/apt,110,2,251
Space and Serenity-The  Serene Room!!,Private room,51,3,78
Enjoy a Hidden Gem in the Heart of Seattle,Entire home/apt,314,2,176
Enjoy classic and modern interiors in this beautiful 1BD condo,Entire home/apt,121,2,118
Modern Drama: Minimalist & Tidy Magnolia 1BR,Entire home/apt,199,6,185
Triple Venti View & Suite Lux,Entire home/apt,525,30,35
Capitol Hill Inn top floor room w/skylight views.,Private room,115,30,31
Zen Escape - Pike Place Market,Entire home/apt,173,6,28
1 Bedroom Suite near Downtown Seattle & Swedish,Entire home/apt,250,30,6
B6 · Single room close to it all...,Private room,85,30,66
Light Filled Spacious House in Central District,Entire home/apt,225,3,43
Master Suite with in-suite bath,Private room,88,14,26
Private rooms by Lake Washington,Private room,60,2,134
Water view! Seattle - Alki Beach View Bungalow,Entire home/apt,139,1,216
Charming 1940 Ballard House,Entire home/apt,130,7,87
Offbeat Houseboat - Float into your sweet dreams!,Entire home/apt,88,4,378
Comfortable  quiet room in Craftsman style house,Private room,50,30,197
Spa Retreat with Finnish Sauna and Saltwater Hot Tub.,Entire home/apt,191,1,452
Charming Sunset Room  Queen Bed,Private room,45,1,145
Center UW  Comfy  Quiet &View (303),Entire home/apt,93,1,40
Luxury home with City  Water  Mountain view,Entire home/apt,554,2,92
"Room A 
Queen size bed. Easiest Commute in town",Private room,55,1,371
Charming 2 Bedroom Home in Fremont,Entire home/apt,168,30,21
Seattle Houseboat Stay on the Water,Entire home/apt,80,30,1
Cozy & Private Room in the Heart of Columbia City,Private room,69,30,85
Classic Seattle Bungalow private rm,Private room,77,30,62
Odd Lodging in the Heart of Ballard ,Entire home/apt,75,3,295
A Garden Guest House,Entire home/apt,85,30,220
Cozy Cove - Private bath,Private room,80,7,27
The Port- a peaceful penthouse level pied-à-terre,Entire home/apt,124,3,10
Charming Home with spacious deck,Entire home/apt,150,5,27
Center UW Comfy Quiet & View (306),Entire home/apt,88,30,19
Queen Anne lrg suite pvt space  separate entrance,Entire home/apt,92,1,122
Center UW  Convenient  Comfy  (212),Entire home/apt,100,30,22
Cozy Ballard Apartment,Entire home/apt,85,3,243
Charming 2 BD 1 BA Apt,Entire home/apt,200,30,4
Charming Craftsman Bungalow in Wallingford,Entire home/apt,295,1,118
Modern  private 1BR basement apt,Entire home/apt,99,4,242
The Blossom Room with Queen Bed,Private room,45,1,199
Alki Beach View Home  Two Blocks Above the Beach,Entire home/apt,275,4,91
Sweet & Cozy Apartment @ Green Lake,Entire home/apt,70,2,251
Ballard Craftsman Charmer,Entire home/apt,84,2,366
Zen Loft Tiny House (No shower),Entire home/apt,63,2,380
Tranquil Garden House sleeps 4,Entire home/apt,178,3,14
Beautiful Guest Suite for 2 in Ballard,Entire home/apt,58,1,909
Soundview Home,Entire home/apt,345,5,28
Open Plan 2bdr/1bath in Queen Anne w/parking,Entire home/apt,185,3,46
ConvtnCntr/1BR  Close to Everything,Entire home/apt,130,3,225
Cozy Suite in Ballard Craftsman,Entire home/apt,90,2,454
Capitol Hill 1 Bedroom Craftsman,Entire home/apt,140,4,61
MY SOUTH LAKE UNION SHOE BOX,Entire home/apt,171,30,22
The Corner Room at The Farmhouse,Private room,75,30,150
Private 1BD suite with parking - Madrona Craftsman,Entire home/apt,70,30,136
Lovely Historical Apartment  With Great Views!!!,Entire home/apt,109,1,406
Bedroom in artistic Northwest home B,Private room,53,1,88
Buddha's Oasis fully private apartment in my home,Entire home/apt,125,3,186
Downtown Seattle Studio - Belltown,Entire home/apt,80,2,194
Green on Green - Middle Level Apt.,Entire home/apt,75,2,30
Greenlake Getaway,Entire home/apt,90,2,107
YELLOW ROOM - center of seattle,Private room,74,1,310
Spectacular View Apartment,Entire home/apt,77,2,128
BLUE ROOM - center of seattle,Private room,72,1,367
GREEN ROOM - center of seattle,Private room,73,1,287
Sweet and Cozy Madrona Apartment,Entire home/apt,89,3,168
West Seattle - Private Family Suite,Private room,120,1,188
Spacious 1BR in quirky Fremont,Entire home/apt,105,2,146
Seattle 1Bdrm-Historical building,Entire home/apt,204,2,0
Cap Hill Stylish Studio  Full Kitchen Close to All,Entire home/apt,99,4,288
P2 Cosmo living - Convention Center on Pike St,Entire home/apt,109,3,230
UW Elegant & Clean  (48),Entire home/apt,99,30,17
Mother in Law Apartment- Queen Bed,Entire home/apt,106,30,141
Beautiful West Seattle Craftsman,Private room,75,30,0
Cozy apartment in Seattle,Entire home/apt,88,30,87
Seattle Room by UW & Childrens Hosp,Private room,62,30,25
Cozy Capitol Hill Home,Entire home/apt,285,2,230
Ballard Bunkhouse 1st flr unit near Ent. district,Entire home/apt,271,1,547
Luxury in Queen Anne very walkable!,Entire home/apt,700,2,24
Bright GreenLake studio + free off-street parking,Entire home/apt,75,1,261
Bright Basement Apartment with Garden Patio,Entire home/apt,116,2,143
Cozy Seattle Home for 2-6 guests,Entire home/apt,147,30,114
Beautiful Ravenna Hardwood UW suite,Private room,55,2,54
Top of Phinney Ridge With a View,Entire home/apt,123,30,127
Spacious  cozy bedroom on Queen Anne Hill,Private room,75,2,198
Great Greenlake studio apartment,Entire home/apt,89,1,217
Private Guest House with Outdoor Patio,Entire home/apt,104,2,283
Cozy Old House Near City Center,Entire home/apt,129,4,93
Fremont Lake View Condo,Entire home/apt,90,180,6
Upstairs Suite North Seattle,Private room,65,2,121
Comfy Dog Friendly Basement Mother n Law n Ballard,Entire home/apt,71,2,105
Spacious spot in central location,Entire home/apt,100,3,149
P3 Throwback with Style next to Convention Center,Entire home/apt,89,30,240
Maple Leaf In-Law Apartment with Backyard and Deck,Entire home/apt,70,1,194
COZY  COMFY and CONVENIENT! ART!,Private room,79,30,49
2 Baths W/D    Nice View   Quiet  TWalk  UW (402),Entire home/apt,145,1,34
Cozy 2BD in heart of Capitol Hill,Entire home/apt,216,2,172
Wallingford Terrace: Lake & Downtown Skyline View,Entire home/apt,118,2,107
Quiet retreat by waterfront park,Entire home/apt,100,2,24
Completely  Remodeled  craftsman 4bdrm 3bt,Entire home/apt,599,2,28
Updated Midcentury near UW and Children's Hospital,Entire home/apt,190,30,26
Modern  New  Industrial and Slick private BR & BR,Private room,75,30,43
Cozy Private Studio Apartment,Entire home/apt,80,1,550
Ravenna View Apartment fresh air,Entire home/apt,139,5,25
Peace and Privacy-The Bunny Room!!,Private room,50,3,46
Greenlake Apt. with Chef's Kitchen,Entire home/apt,110,1,188
Large house in Greenwood!,Private room,65,30,59
Green Lake/Phinney/Greenwood Nugget,Entire home/apt,104,3,85
Craftsman with view of Seattle,Entire home/apt,264,1,133
Darling Studio on Capitol Hill,Entire home/apt,65,1,71
Petite  Peaceful RM for 2 - Simple Charm,Private room,38,30,23
Fresh mornings in Fremont,Entire home/apt,100,2,102
Walk to Pike Place Market from a Penthouse with City Views,Entire home/apt,269,3,269
Charming and Private-AAA Location,Entire home/apt,120,30,244
1BD Apt near Downtown  UW  Cap Hill,Entire home/apt,67,2,211
Mtn Views 3 blocks from light rail,Private room,63,1,237
Cozy 1BD in Fremont/Wallingford!,Entire home/apt,86,30,41
Quiet Private Room with Bath.and Garden,Private room,55,2,59
Private Entrance Bed & Bath - Fremont/Wallingford,Entire home/apt,75,14,376
Modern 2 bd apt  great neighborhood,Entire home/apt,130,30,171
CHILL NEAR THE BEACH,Entire home/apt,150,30,76
Stunning views from Alki Beach,Entire home/apt,325,2,12
12th Floor Mtn/Water View Condo,Entire home/apt,133,30,1
Beautiful Modern Downtwn/Convention,Entire home/apt,189,30,19
Private Suite Filled with Light and Local Art,Entire home/apt,109,3,180
Cozy Private Space North Seattle Private Parking,Entire home/apt,51,2,475
Comforts of home -  Ideal location - Free parking,Entire home/apt,229,3,82
Cozy Condo in Fremont  with parking,Entire home/apt,120,30,152
Spacious Studio close to UW campus,Entire home/apt,75,2,225
Phinney 7+ Bedroom/4 Bath Spacious View Home,Entire home/apt,485,4,72
Shared Space Main Temple Hondo,Shared room,55,30,327
Shared Space Main Temple Hondo 2nd,Shared room,55,30,231
Great area and Condo with Self-Checkin,Entire home/apt,125,2,164
Peaceful Home with Lush  Zen-Like Garden. Clean and Quiet.,Entire home/apt,98,30,261
Pet Friendly Spa Retreat Featured in New York Times,Entire home/apt,203,7,179
👉 2 car garage  98 walkscore  King Bed spacious⭐️,Entire home/apt,295,30,10
Capitol Hill Excursion PartThree,Private room,29,30,129
